35.944518000178505	0
37.00792700055899	1
38.062437000007776	2
39.08514600061608	3
40.00735400040867	4
40.83466100018995	5
41.66106899992883	6
42.48857600032352	7
43.324183000549965	8
44.15249100020446	9
65.1470769998923	10
66.13778500013723	11
67.04909300060535	12
67.94940100007807	13
68.77620900013426	14
69.61061600031826	15
70.43372299995099	16
71.2611310000284	17
72.08873800027504	18
72.92154500009929	19
73.75345299988112	20
104.63382600028126	21
105.48703400036175	22
106.34454099999857	23
107.24194900012662	24
108.19335799988039	25
109.03766499995982	26
109.9148729999797	27
110.7788810004422	28
111.63218799993047	29
112.50819599990791	30
113.33580300015456	31
142.64516300045216	32
143.54377100062266	33
144.4312780004111	34
145.27658600036375	35
146.10369300044113	36
146.93780100060394	37
148.0510100000174	38
148.9907189998121	39
149.81932600039727	40
150.6566340003701	41
151.48444100032066	42
152.3144480006522	43
153.13685599994642	44
153.96486300051038	45
155.28447500037146	46
156.67628700066416	47
160.66542200042022	48
185.05183800061786	49
185.888144999808	50
186.82055400040554	51
187.71196200032136	52
188.56246900031692	53
189.4249770002716	54
190.27448399992863	55
191.12009200034663	56
191.97869900017395	57
192.8564070003631	58
193.7042150002526	59
216.98312100033945	60
218.21973199985223	61
219.17433999988134	62
220.03334800047014	63
220.89115500057233	64
221.8019629999617	65
222.6639710006566	66
223.52327899989177	67
254.48975300059828	68
255.3533600002993	69
256.21206800042273	70
257.12427600046794	71
257.98458400004165	72
258.8536909997856	73
259.71309899978223	74
260.5758070003503	75
261.432514000262	76
262.29142200008937	77
263.1534299998748	78
264.24373900044884	79
295.3011139998125	80
296.21932200006995	81
297.34193200056325	82
298.3742410006016	83
299.4347510002626	84
300.40725900016696	85
301.2744670004395	86
302.09787400053756	87
302.9557820000264	88
303.81258899979	89
337.2926860001826	90
338.29469500051346	91
339.2254030004551	92
340.1809110000613	93
341.1829200003922	94
342.19622900036484	95
343.30283899998904	96
344.32404800008953	97
365.2895340001123	98
366.15634100053285	99
